Generation,Timestamp,Start_Lat,Start_Lon,End_Lat,End_Lon,Angle,Angle_Deg,Direction,Distance,Fitness,GA_Confidence,Magnitudo,Kedalaman_km,Event_Time,Event_Lat,Event_Lon,Pred_Lat,Pred_Lon,Is_Best
149,2022-08-12 11:22:00,-7.904693800066668,113.40926135764745,-7.955877375499741,113.3991155065547,191.10685089252826,191.10685089252826,Selatan,5.800003724827988,0.17253132057245832,0.9964918599385353,3.14,513.0,2022-08-12 11:22:00,-7.90590090675314,113.40414682924,-7.955877375499741,113.3991155065547,True
