Tanggal,Lintang,Bujur,Magnitudo,Kedalaman_km,Lokasi,Sumber
2025-11-24 03:40:21,-9.35,111.85,5.2,10.0,141 km BaratDaya KAB-BLITAR-JATIM,BMKG_Realtime
