epoch,learning_rate,loss,mae,mse,val_loss,val_mae,val_mse
0,0.0010000000474974513,8.843399047851562,9.088028907775879,752.3724975585938,9.380232810974121,9.605300903320312,887.2738037109375
1,0.0010000000474974513,6.626438140869141,6.872260093688965,489.80340576171875,6.729716777801514,6.917848587036133,578.8650512695312
2,0.0010000000474974513,5.824549674987793,6.072166442871094,362.2069396972656,6.535480976104736,6.763491153717041,542.9541015625
3,0.0010000000474974513,5.849203109741211,6.085570812225342,373.4686584472656,5.706965923309326,5.897477626800537,407.0724182128906
4,0.0010000000474974513,5.217970848083496,5.446872234344482,307.4361877441406,5.8274736404418945,6.014185905456543,460.7878112792969
5,0.0010000000474974513,3.9776253700256348,4.203438758850098,173.806396484375,5.333517074584961,5.529828071594238,315.1802673339844
6,0.0010000000474974513,2.9938948154449463,3.2180774211883545,85.6419677734375,4.883765697479248,5.0751214027404785,276.644775390625
7,0.0010000000474974513,2.5985491275787354,2.821166753768921,66.9686279296875,4.101178169250488,4.314870834350586,210.00860595703125
8,0.0010000000474974513,2.542116641998291,2.7593162059783936,63.104331970214844,4.077220439910889,4.259176254272461,182.62429809570312
9,0.0010000000474974513,2.441572427749634,2.656721830368042,57.9632568359375,4.472102165222168,4.679576873779297,232.3178253173828
10,0.0010000000474974513,2.365926742553711,2.5817930698394775,53.55539321899414,3.2065162658691406,3.433020830154419,129.02615356445312
11,0.0010000000474974513,2.3085711002349854,2.523747205734253,58.2940788269043,2.5333166122436523,2.7626068592071533,85.58049011230469
12,0.0010000000474974513,2.1002516746520996,2.3099122047424316,46.263710021972656,2.9289729595184326,3.1387417316436768,118.16992950439453
13,0.0010000000474974513,2.129138231277466,2.339242696762085,49.96169662475586,2.6816999912261963,2.889312505722046,76.17764282226562
14,0.0010000000474974513,2.1300337314605713,2.339702606201172,46.202735900878906,2.5226447582244873,2.7391154766082764,84.65419006347656
15,0.0010000000474974513,2.110869884490967,2.3228988647460938,47.59199523925781,2.324646234512329,2.5429019927978516,66.74510955810547
16,0.0010000000474974513,2.1013858318328857,2.313392400741577,46.326072692871094,2.690899610519409,2.914184093475342,99.52876281738281
17,0.0010000000474974513,2.156386137008667,2.3711185455322266,48.22307205200195,4.061553001403809,4.2766265869140625,161.91934204101562
18,0.0010000000474974513,2.0621042251586914,2.2765400409698486,43.2862663269043,2.5762271881103516,2.7950260639190674,81.02489471435547
19,0.0005000000237487257,2.180236339569092,2.3938348293304443,48.51856994628906,2.1790030002593994,2.3770334720611572,62.16858673095703
20,0.0005000000237487257,1.9420562982559204,2.1522791385650635,41.203529357910156,2.1155974864959717,2.326460838317871,56.9415168762207
21,0.0005000000237487257,1.890351414680481,2.102022171020508,38.37566375732422,1.7428390979766846,1.947281837463379,46.194618225097656
22,0.0005000000237487257,1.8026716709136963,2.013479471206665,35.784751892089844,1.7326793670654297,1.9516202211380005,39.048973083496094
23,0.0005000000237487257,1.8609278202056885,2.0691192150115967,36.888370513916016,1.8134291172027588,2.018836736679077,46.89793395996094
24,0.0005000000237487257,1.7389379739761353,1.9470018148422241,31.549571990966797,1.5702155828475952,1.7731456756591797,30.66778564453125
25,0.0005000000237487257,1.8054512739181519,2.012988328933716,37.3664665222168,1.657741904258728,1.8649568557739258,40.264892578125
26,0.0005000000237487257,1.8192758560180664,2.028214454650879,35.38463592529297,2.1058032512664795,2.3097612857818604,40.330562591552734
27,0.0005000000237487257,1.805314064025879,2.0089666843414307,35.64155960083008,1.7395788431167603,1.9447886943817139,32.24890899658203
28,0.0002500000118743628,1.6889281272888184,1.8932697772979736,31.467546463012695,1.8491772413253784,2.0574841499328613,33.62591552734375
29,0.0002500000118743628,1.7071545124053955,1.9110727310180664,32.88893508911133,1.6414566040039062,1.855629563331604,27.31951904296875
30,0.0002500000118743628,1.6648461818695068,1.868976354598999,27.797849655151367,1.4609277248382568,1.6587634086608887,26.123239517211914
31,0.0002500000118743628,1.597138524055481,1.8027054071426392,25.987064361572266,1.6977020502090454,1.9011037349700928,35.855167388916016
32,0.0002500000118743628,1.5616649389266968,1.7648613452911377,26.208656311035156,1.6363986730575562,1.8390871286392212,25.925649642944336
33,0.0002500000118743628,1.567853569984436,1.7721517086029053,25.32111358642578,1.4596121311187744,1.6610515117645264,25.508949279785156
34,0.0002500000118743628,1.574931263923645,1.7777128219604492,26.082929611206055,1.4387702941894531,1.643172025680542,23.990970611572266
35,0.0002500000118743628,1.5358775854110718,1.7375307083129883,25.21506690979004,1.7265335321426392,1.9387328624725342,28.940946578979492
36,0.0002500000118743628,1.5320953130722046,1.7354974746704102,25.430458068847656,1.5658066272735596,1.7717219591140747,23.070335388183594
37,0.0002500000118743628,1.5798782110214233,1.78288733959198,27.157970428466797,1.481336236000061,1.6899574995040894,23.102338790893555
38,0.0001250000059371814,1.5527873039245605,1.7579532861709595,26.722412109375,1.3436155319213867,1.5490111112594604,23.561458587646484
39,0.0001250000059371814,1.5957207679748535,1.7992392778396606,26.9544677734375,1.3779217004776,1.580504298210144,25.618064880371094
40,0.0001250000059371814,1.5295370817184448,1.73196280002594,25.163789749145508,1.3452167510986328,1.550601601600647,20.983203887939453
41,0.0001250000059371814,1.4917089939117432,1.6928142309188843,23.77201271057129,1.3685848712921143,1.573349952697754,21.524215698242188
42,6.25000029685907e-05,1.5534428358078003,1.754930853843689,26.061477661132812,1.2997918128967285,1.5032528638839722,22.352149963378906
43,6.25000029685907e-05,1.4798258543014526,1.6814552545547485,23.611284255981445,1.4425464868545532,1.6481950283050537,27.39175033569336
44,6.25000029685907e-05,1.4681143760681152,1.6683070659637451,22.551427841186523,1.3144866228103638,1.5188117027282715,21.033855438232422
45,6.25000029685907e-05,1.5697928667068481,1.7722774744033813,26.20684814453125,1.3545253276824951,1.5576282739639282,24.426651000976562
46,3.125000148429535e-05,1.465040683746338,1.665752649307251,22.974586486816406,1.3379981517791748,1.5414599180221558,23.705549240112305
47,3.125000148429535e-05,1.4762154817581177,1.6773781776428223,23.750720977783203,1.3226157426834106,1.5251096487045288,23.97726058959961
48,3.125000148429535e-05,1.4323993921279907,1.6321325302124023,22.084983825683594,1.308922290802002,1.5115712881088257,23.291391372680664
0,6.25000029685907e-05,1.515715479850769,1.7167372703552246,24.30910301208496,1.3586680889129639,1.5646120309829712,25.376449584960938
1,6.25000029685907e-05,1.4869319200515747,1.690242052078247,23.36591148376465,1.3084388971328735,1.513863444328308,23.02069854736328
2,6.25000029685907e-05,1.4872028827667236,1.6887176036834717,24.723169326782227,1.304266333580017,1.5082097053527832,24.465328216552734
3,6.25000029685907e-05,1.4489498138427734,1.6507383584976196,21.97636604309082,1.3328667879104614,1.54031240940094,25.049551010131836
4,6.25000029685907e-05,1.4571201801300049,1.6591496467590332,23.11843490600586,1.289430856704712,1.4961436986923218,22.965627670288086
5,6.25000029685907e-05,1.5012813806533813,1.702217698097229,23.174236297607422,1.3386421203613281,1.54073166847229,24.445201873779297
6,6.25000029685907e-05,1.4431298971176147,1.6440900564193726,21.429906845092773,1.273577094078064,1.4781818389892578,21.307981491088867
7,6.25000029685907e-05,1.5237096548080444,1.7230132818222046,27.658723831176758,1.3818693161010742,1.5852830410003662,25.815473556518555
8,6.25000029685907e-05,1.4705511331558228,1.6744142770767212,21.977022171020508,1.2898191213607788,1.4959592819213867,19.886674880981445
9,6.25000029685907e-05,1.443888783454895,1.6450512409210205,21.399147033691406,1.2509372234344482,1.4539461135864258,20.67660903930664
10,6.25000029685907e-05,1.4970006942749023,1.7004039287567139,23.806001663208008,1.3064805269241333,1.5134042501449585,22.779766082763672
11,6.25000029685907e-05,1.454930305480957,1.6566574573516846,21.81300926208496,1.303324580192566,1.509034276008606,22.702980041503906
12,6.25000029685907e-05,1.5449912548065186,1.7469521760940552,25.72978401184082,1.3655450344085693,1.5695374011993408,24.664445877075195
13,3.125000148429535e-05,1.5122264623641968,1.7123899459838867,23.758817672729492,1.3583896160125732,1.5634207725524902,24.676347732543945
14,3.125000148429535e-05,1.4598830938339233,1.66245436668396,22.97709083557129,1.2878535985946655,1.491432547569275,22.677825927734375
15,3.125000148429535e-05,1.4148298501968384,1.6148675680160522,20.588411331176758,1.2627685070037842,1.4690839052200317,21.89397621154785
0,6.25000029685907e-05,1.4616901874542236,1.6621416807174683,23.070669174194336,1.2404755353927612,1.4423046112060547,20.359310150146484
1,6.25000029685907e-05,1.490376353263855,1.6919300556182861,23.890674591064453,1.2701871395111084,1.4708856344223022,21.78653907775879
2,6.25000029685907e-05,1.4747648239135742,1.677795648574829,23.49542236328125,1.2659704685211182,1.4658668041229248,21.468257904052734
